1,0.039,0.073,0.082,0.031
2,0.079,0.147,0.169,0.035
3,0.088,0.65,0.661,0.04
4,0.09,0.151,0.181,0.052
5,0.064,0.209,0.221,0.028
6,0.054,0.155,0.165,0.035
7,0.086,0.292,0.312,0.048
8,0.076,0.231,0.25,0.072
9,0.076,0.183,0.2,0.038
10,0.063,0.107,0.12,0.066
11,0.044,0.129,0.139,0.042
12,0.048,0.176,0.185,0.026
13,0.047,0.089,0.098,0.049
14,0.056,0.139,0.152,0.015
15,0.084,0.226,0.24,0.096
16,0.084,0.411,0.42,0.046
17,0.11,0.237,0.264,0.082
18,0.086,0.243,0.263,0.044
