1,0.03,0.049,0.058,0.009
2,0.051,0.105,0.117,0.03
3,0.072,0.215,0.231,0.042
4,0.06,0.076,0.098,0.046
5,0.046,0.087,0.103,0.017
6,0.043,0.084,0.096,0.022
7,0.075,0.232,0.249,0.074
8,0.063,0.156,0.173,0.038
9,0.055,0.092,0.106,0.046
10,0.038,0.068,0.077,0.03
11,0.035,0.091,0.099,0.035
12,0.041,0.079,0.095,0.036
13,0.033,0.051,0.06,0.016
14,0.039,0.073,0.083,0.017
15,0.074,0.158,0.175,0.048
16,0.062,0.221,0.231,0.032
17,0.071,0.144,0.161,0.047
18,0.052,0.119,0.132,0.028
